Purchase Price,AM or PM,Browser Info,Language,Company,Credit Card,CC Exp Date,CC Security Code,CC Provider,Address
46.51,PM,Opera/9.93.(X11; Linux i686; en-US) Presto/2.9.190 Version/11.00,es,Hamilton-Smith,4409745688757581,04/23,898,Voyager,75.229.251.181
21.52,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5312 (KHTML, like Gecko) Chrome/14.0.805.0 Safari/5312",fr,Michael-Ruiz,869901469043300,07/18,406,VISA 16 digit,141.184.15.176
60.09,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.0),zh,Lopez-Moore,4512732121965025,02/19,961,JCB 16 digit,70.168.119.177
82.58,AM,Mozilla/5.0 (Windows 98; it-IT; rv:1.9.2.20) Gecko/2016-05-01 16:55:53 Firefox/13.0,de,Dickson LLC,3158819171382788,08/18,576,VISA 16 digit,38.148.219.194
56.23,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_9 rv:6.0; sl-SI) AppleWebKit/535.20.4 (KHTML, like Gecko) Version/4.1 Safari/535.20.4",en,Koch Inc,4640439535133126,08/24,411,JCB 16 digit,180.225.36.238
23.62,AM,Mozilla/5.0 (Windows NT 5.01; it-IT; rv:1.9.1.20) Gecko/2015-08-24 19:58:49 Firefox/3.6.6,ru,"Gonzalez, Matthews and Williams",6011995946647463,04/25,925,JCB 16 digit,34.44.141.161
25.08,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_9 rv:2.0; it-IT) AppleWebKit/532.41.7 (KHTML, like Gecko) Version/5.1 Safari/532.41.7",es,"Jones, Cole and Gonzalez",4055469657619824,12/23,780,Voyager,216.162.182.111
81.18,PM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; rv:1.9.3.20) Gecko/2011-04-10 05:51:34 Firefox/15.0,el,"Gonzalez, Hawkins and Mcintosh",3112172170228361,05/20,135,Diners Club / Carte Blanche,140.189.90.209
12.77,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/4.1),pt,Rosales-Rosales,869942566916444,03/26,167,JCB 16 digit,48.217.123.186
87.97,PM,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5311 (KHTML, like Gecko) Chrome/13.0.884.0 Safari/5311",zh,"Lopez, Wilcox and Fernandez",869982752872605,10/25,778,VISA 13 digit,30.93.48.1
21.51,AM,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/5312 (KHTML, like Gecko) Chrome/13.0.852.0 Safari/5312",el,"Rogers, Hammond and Hammond",30430758146255,05/26,411,VISA 16 digit,36.187.120.53
74.91,PM,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.49.1 (KHTML, like Gecko) Version/5.0 Safari/531.49.1",pt,Oliver-Butler,3088254462402126,05/22,8856,VISA 16 digit,22.222.231.109
74.24,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6 rv:4.0; sl-SI) AppleWebKit/532.15.6 (KHTML, like Gecko) Version/5.1 Safari/532.15.6",fr,Grant Ltd,6011155793862158,03/23,7098,American Express,209.175.189.231
70.24,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_9; rv:1.9.2.20) Gecko/2015-06-04 07:43:35 Firefox/3.8,zh,Martinez Inc,869944461584913,12/24,142,VISA 16 digit,83.81.167.46
9.76,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5350 (KHTML, like Gecko) Chrome/13.0.819.0 Safari/5350",pt,"Rojas, Hancock and Wolf",502086275547,01/23,280,Diners Club / Carte Blanche,136.73.51.127
79.6,AM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/5340 (KHTML, like Gecko) Chrome/14.0.879.0 Safari/5340",ru,"Harris, Caldwell and Mckinney",4213329501044984,10/25,808,Discover,87.128.213.160
55.57,AM,Opera/9.80.(Windows NT 6.1; sl-SI) Presto/2.9.188 Version/12.00,ru,"Norman, Anderson and Fletcher",3158360455122335,01/20,326,American Express,72.202.127.153
53.31,PM,Opera/8.86.(X11; Linux x86_64; it-IT) Presto/2.9.174 Version/12.00,de,"Padilla, Smith and Anderson",180018663109787,04/26,2172,Maestro,12.73.92.115
89.15,AM,"Mozilla/5.0 (Windows 95) AppleWebKit/5342 (KHTML, like Gecko) Chrome/14.0.816.0 Safari/5342",el,Johnson-Reynolds,4046645288951,02/17,805,VISA 13 digit,149.98.79.24
83.38,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2010-05-20 23:49:34 Firefox/3.8,it,"Pearson, Reed and Lopez",180043016161939,04/23,873,VISA 16 digit,46.128.130.208
95.88,PM,Opera/9.76.(X11; Linux x86_64; en-US) Presto/2.9.178 Version/12.00,de,Rice-Mccarthy,3337757206963962,08/20,389,JCB 16 digit,20.254.167.228
65.96,AM,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/534.31.2 (KHTML, like Gecko) Version/4.0.3 Safari/534.31.2",it,Kent-Marshall,4422319300021934,09/22,555,VISA 16 digit,100.111.51.80
44.43,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2011-12-03 11:45:33 Firefox/7.0,zh,Nguyen and Sons,3096907858342129,10/19,292,JCB 15 digit,26.103.199.113
31.52,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/3.1),pt,"West, Lewis and Briggs",210091459765405,02/19,500,VISA 16 digit,120.71.23.46
29.37,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.1),el,Bush Ltd,869992270069618,09/20,903,Voyager,139.6.109.29
76.58,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/5.1),fr,Olson LLC,4811600066699834,10/21,7922,Diners Club / Carte Blanche,180.92.211.149
48.46,PM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_5; rv:1.9.3.20) Gecko/2016-05-05 20:09:07 Firefox/15.0,de,Brown Inc,30212800433737,11/17,609,American Express,76.221.61.211
88.2,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8 rv:2.0; en-US) AppleWebKit/531.40.7 (KHTML, like Gecko) Version/5.0.3 Safari/531.40.7",ru,"Scott, Garcia and Butler",348547919687005,04/17,590,Discover,134.184.55.58
77.62,PM,Opera/8.11.(Windows 98; en-US) Presto/2.9.179 Version/12.00,ru,Walters-Johnson,3088582182904603,06/22,896,Discover,178.176.103.108
57.45,PM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/4.0),de,"Washington, Lambert and Kennedy",4731427349788,06/20,522,JCB 15 digit,7.167.41.148
91.92,PM,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.20.6 (KHTML, like Gecko) Version/4.0.1 Safari/535.20.6",el,Jordan PLC,6011546827296902,07/24,59,JCB 16 digit,181.228.187.252
0.65,AM,Opera/9.52.(X11; Linux x86_64; it-IT) Presto/2.9.170 Version/11.00,pt,Carroll-Lee,869910795863760,12/22,489,Diners Club / Carte Blanche,165.135.80.75
81.44,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5362 (KHTML, like Gecko) Chrome/13.0.866.0 Safari/5362",ru,"Hughes, Casey and Cooke",6011906905365864,11/23,429,VISA 13 digit,106.11.33.118
22.15,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/3.1),ru,Dunn Inc,30099206669802,04/23,314,Mastercard,30.62.119.224
57.45,AM,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2010-10-15 03:51:35 Firefox/3.8,es,Martin-Aguirre,180065979783888,03/26,232,JCB 15 digit,23.211.106.239
58.76,AM,Opera/9.48.(X11; Linux x86_64; en-US) Presto/2.9.172 Version/12.00,zh,"Wise, Flores and Melendez",561266024414,09/22,859,American Express,109.40.39.104
33.27,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.0),el,Kelley-Yates,5574847440453883,04/23,538,American Express,24.234.47.156
10.66,PM,Opera/9.38.(Windows NT 6.1; sl-SI) Presto/2.9.190 Version/10.00,de,Nguyen-Lucero,3337911637622909,02/23,153,VISA 13 digit,47.67.22.82
93.63,PM,Opera/9.22.(X11; Linux i686; en-US) Presto/2.9.189 Version/10.00,it,Price-Rowe,4158981548141632,04/19,831,JCB 16 digit,1.54.71.102
40.76,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6) AppleWebKit/5361 (KHTML, like Gecko) Chrome/13.0.880.0 Safari/5361",ru,Smith-Wright,4799638613344161,09/19,647,American Express,41.143.33.255
73.2,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4 rv:5.0; en-US) AppleWebKit/531.31.1 (KHTML, like Gecko) Version/5.1 Safari/531.31.1",pt,Carter Ltd,503826877311,05/18,730,JCB 16 digit,242.194.244.132
88.59,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.0),de,"Morgan, Harris and Mendoza",3337036368566305,06/23,614,Mastercard,42.10.205.81
86.15,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.1),es,Gordon PLC,30048560939764,05/26,232,VISA 16 digit,184.172.95.181
50.32,PM,Opera/9.49.(Windows 95; en-US) Presto/2.9.177 Version/10.00,el,"Singh, Banks and Smith",210032853227220,07/26,514,VISA 16 digit,117.229.247.51
33.6,AM,Opera/8.63.(X11; Linux x86_64; sl-SI) Presto/2.9.188 Version/10.00,es,Gallegos Group,3096764486075559,09/21,737,Diners Club / Carte Blanche,185.68.3.176
27.19,AM,Opera/8.65.(Windows 98; Win 9x 4.90; sl-SI) Presto/2.9.174 Version/11.00,it,"Dean, Ware and Scott",869956933029327,01/25,909,Mastercard,120.128.44.219
39.24,AM,Opera/8.45.(Windows NT 6.0; it-IT) Presto/2.9.186 Version/11.00,it,Baker-Parsons,6011156671205429,02/18,105,Mastercard,59.219.155.225
35.53,AM,Mozilla/5.0 (Windows CE; it-IT; rv:1.9.0.20) Gecko/2011-01-29 02:38:34 Firefox/10.0,it,Gonzalez-Roberts,4684708665248475,03/18,330,VISA 16 digit,12.7.65.21
41.33,AM,Opera/9.83.(X11; Linux x86_64; en-US) Presto/2.9.170 Version/12.00,fr,Dean-King,210077776387221,07/18,587,VISA 13 digit,144.62.217.48
96.33,PM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5 rv:2.0; it-IT) AppleWebKit/533.31.5 (KHTML, like Gecko) Version/5.0.4 Safari/533.31.5",ru,"Garcia, Schroeder and Mcclure",210059688345489,11/23,944,JCB 15 digit,122.87.247.231
43.6,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; en-US) AppleWebKit/532.46.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6532.46.7",pt,"Adams, Gray and Fry",3096215979634246,01/22,119,Discover,10.78.235.69
37.24,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.1),fr,"Friedman, Brown and Mitchell",3112303507774674,05/22,786,VISA 13 digit,120.87.140.33
26.16,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8 rv:3.0; it-IT) AppleWebKit/531.45.6 (KHTML, like Gecko) Version/5.1 Safari/531.45.6",fr,Hill Ltd,30229126486405,02/23,301,VISA 16 digit,222.89.120.127
86.2,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1),fr,Perry-Pearson,30243511915886,11/16,21,American Express,187.225.212.18
79.8,AM,Opera/8.13.(X11; Linux x86_64; en-US) Presto/2.9.165 Version/10.00,fr,Romero-Wilson,3528968554970124,01/26,117,Voyager,15.190.253.202
34.72,AM,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2012-04-28 10:51:23 Firefox/5.0,en,"Phillips, Ramos and Moon",376020476518851,01/23,840,VISA 16 digit,40.225.236.105
36.68,AM,Opera/8.84.(X11; Linux i686; en-US) Presto/2.9.190 Version/11.00,en,Marquez Inc,869994489358824,02/22,460,VISA 16 digit,67.185.98.73
63.13,AM,Opera/9.47.(Windows NT 5.2; sl-SI) Presto/2.9.163 Version/11.00,it,"Rose, Cook and Hines",6011969339316879,05/23,532,American Express,199.153.57.116
4.38,AM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4; rv:1.9.2.20) Gecko/2014-10-22 23:08:18 Firefox/8.0,zh,Young and Sons,210001879068793,01/25,604,Diners Club / Carte Blanche,135.29.122.134
81.18,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.1),en,Yang-Kelly,6011337675393813,09/21,100,Mastercard,23.87.252.42
17.53,PM,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.40.4 (KHTML, like Gecko) Version/4.1 Safari/535.40.4",de,Green Ltd,4518036948285656,05/19,40,Diners Club / Carte Blanche,39.49.57.217
10.74,PM,Opera/9.43.(X11; Linux i686; it-IT) Presto/2.9.190 Version/11.00,ru,Harrison Inc,3337145366740166,06/20,25,JCB 15 digit,139.141.129.75
84.92,AM,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.39.3 (KHTML, like Gecko) Version/4.0 Safari/531.39.3",zh,"Jackson, Wells and Nguyen",4322792188978295,12/25,691,Diners Club / Carte Blanche,32.67.124.120
7.39,PM,Mozilla/5.0 (Windows 98; Win 9x 4.90; it-IT; rv:1.9.2.20) Gecko/2015-09-27 22:10:53 Firefox/3.8,en,"Spencer, Rios and Cross",639068189807,09/23,485,VISA 16 digit,50.91.219.73
52.15,AM,Opera/9.26.(X11; Linux x86_64; it-IT) Presto/2.9.180 Version/12.00,de,"Liu, Taylor and Fox",4213535392133,01/21,8,Voyager,127.192.130.217
1.82,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_1; rv:1.9.3.20) Gecko/2011-05-06 16:30:00 Firefox/3.8,ru,Wallace-Perez,630426218297,05/17,615,Discover,2.22.150.139
79.43,PM,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.18.7 (KHTML, like Gecko) Version/4.0.3 Safari/534.18.7",es,Moyer-Ochoa,4174243269373591,03/17,362,JCB 16 digit,110.181.118.223
71.8,AM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.0),de,"Carter, Butler and Terry",378736061729383,04/19,9437,JCB 16 digit,47.175.56.193
76.5,AM,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_4; rv:1.9.5.20) Gecko/2010-12-18 10:27:53 Firefox/3.8,fr,Christian-Garcia,4608485724922,11/20,886,VISA 16 digit,113.212.8.34
78.92,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.1),el,Pena-Anderson,344313400945079,11/16,925,Mastercard,120.152.195.145
91.36,PM,Mozilla/5.0 (Windows NT 4.0; it-IT; rv:1.9.2.20) Gecko/2013-05-28 17:08:33 Firefox/5.0,de,Hernandez Inc,3528742367374729,05/22,940,JCB 16 digit,146.228.231.107
55.5,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_7 rv:4.0; en-US) AppleWebKit/531.42.4 (KHTML, like Gecko) Version/5.0.3 Safari/531.42.4",zh,Smith-Bishop,4093140083181473,12/25,274,Diners Club / Carte Blanche,107.222.166.194
69.13,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_3) AppleWebKit/5351 (KHTML, like Gecko) Chrome/13.0.837.0 Safari/5351",it,Salazar-Stone,3096010281300572,07/21,30,VISA 13 digit,129.149.124.35
70.73,AM,Opera/8.83.(Windows NT 5.0; it-IT) Presto/2.9.164 Version/12.00,ru,"Hall, Webster and Williams",501886430377,11/20,560,VISA 13 digit,218.107.146.36
82.32,AM,Opera/9.19.(Windows NT 5.01; sl-SI) Presto/2.9.180 Version/10.00,el,Craig and Sons,4295564764172897,05/17,502,Discover,230.193.2.49
72.08,PM,Opera/8.72.(Windows 95; it-IT) Presto/2.9.171 Version/10.00,it,"Steele, Gillespie and Hunter",502067810635,08/26,17,VISA 16 digit,158.234.173.110
65.73,AM,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.0),pt,"Sutton, Martin and Hicks",4297441733621,06/20,211,Voyager,179.50.38.64
29.75,PM,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_0) AppleWebKit/5340 (KHTML, like Gecko) Chrome/15.0.896.0 Safari/5340",el,Yoder PLC,30481113306522,09/20,365,Mastercard,24.112.225.244
90.48,PM,Mozilla/5.0 (Windows NT 4.0; en-US; rv:1.9.2.20) Gecko/2016-05-09 12:20:18 Firefox/3.8,de,Howard Group,4855386482192185,03/20,775,JCB 15 digit,166.5.214.240
70.9,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.0),pt,"Tanner, Griffin and Smith",6011943976610621,01/21,8902,VISA 13 digit,183.27.240.241
65.77,PM,Opera/8.65.(X11; Linux x86_64; en-US) Presto/2.9.184 Version/10.00,ru,Ruiz PLC,6011134542646014,01/25,500,Diners Club / Carte Blanche,28.7.204.134
78.04,PM,Opera/8.62.(Windows NT 6.0; en-US) Presto/2.9.187 Version/12.00,es,"Bates, Fuller and Johnson",210078621711896,05/24,360,JCB 15 digit,102.154.126.234
66.85,AM,Opera/9.42.(X11; Linux x86_64; sl-SI) Presto/2.9.163 Version/11.00,en,"Wiley, Trujillo and Luna",3337339150034908,02/26,503,Maestro,247.231.10.224
49.78,AM,Opera/9.79.(X11; Linux i686; en-US) Presto/2.9.190 Version/11.00,it,Robertson PLC,377144302819223,02/19,287,Mastercard,68.98.82.74
44.76,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.1),ru,Schmidt-Delgado,180029061317393,05/26,765,VISA 16 digit,153.15.12.181
17.81,PM,Mozilla/5.0 (Windows NT 5.2; it-IT; rv:1.9.2.20) Gecko/2014-12-19 08:21:22 Firefox/3.8,es,Holder-Kirk,30480184443180,09/17,487,VISA 16 digit,35.134.200.44
41.91,AM,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/5310 (KHTML, like Gecko) Chrome/15.0.843.0 Safari/5310",fr,Oneill-Hawkins,6011385605284453,08/20,79,Discover,193.149.186.32
84.96,PM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_6; rv:1.9.3.20) Gecko/2010-09-23 22:38:59 Firefox/3.8,de,Cook-Carr,4110203853929734,08/23,560,VISA 16 digit,44.19.154.0
81.5,PM,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.50.6 (KHTML, like Gecko) Version/5.0.1 Safari/532.50.6",el,Roberts Ltd,4253531617686654,09/18,667,VISA 16 digit,84.96.130.89
25.15,PM,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/5321 (KHTML, like Gecko) Chrome/13.0.806.0 Safari/5321",es,Hood-Young,5302425662412876,03/23,496,American Express,206.226.179.106
45.06,AM,Opera/9.99.(Windows NT 6.2; it-IT) Presto/2.9.163 Version/10.00,de,Mckinney PLC,4890446005456,10/24,963,American Express,12.131.26.122
92.55,AM,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.21.4 (KHTML, like Gecko) Version/5.1 Safari/535.21.4",zh,Goodwin-Marks,180023626495711,04/19,606,JCB 15 digit,57.61.75.6
93.66,AM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8 rv:6.0; it-IT) AppleWebKit/532.42.1 (KHTML, like Gecko) Version/5.1 Safari/532.42.1",fr,Armstrong LLC,589390272039,04/23,279,JCB 16 digit,222.238.252.31
3.83,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5311 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/5311",de,Hill-Crosby,4269642304609677,06/22,863,Maestro,1.85.131.1
38.91,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2010-12-27 02:43:33 Firefox/3.8,zh,Singleton Group,3088528296021586,06/21,651,Discover,83.255.11.69
52.76,PM,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.1),ru,Johnson-Stone,5478962045743997,05/24,522,Maestro,79.251.38.183
94.92,AM,Opera/9.61.(Windows NT 5.0; it-IT) Presto/2.9.164 Version/12.00,de,Brown-Scott,4393593077758,12/25,458,Diners Club / Carte Blanche,117.234.59.57
14.27,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5322 (KHTML, like Gecko) Chrome/15.0.856.0 Safari/5322",de,Clark-Cannon,30407130752737,02/18,385,Maestro,36.95.11.220
38.32,PM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),it,Morales-Edwards,4268226279108609,04/25,436,Discover,170.21.73.212
40.22,AM,Mozilla/5.0 (Windows NT 5.2; sl-SI; rv:1.9.2.20) Gecko/2015-02-12 04:19:44 Firefox/3.8,de,Klein and Sons,347305792110830,08/22,166,Mastercard,8.139.220.64
93.33,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; en-US) AppleWebKit/531.42.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.42.2",de,Kelly and Sons,4629438787626691,07/21,520,Discover,37.250.5.91
36.86,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_9 rv:3.0; sl-SI) AppleWebKit/532.46.7 (KHTML, like Gecko) Version/4.0.3 Safari/532.46.7",zh,Aguilar LLC,3088564697486706,08/25,6673,JCB 16 digit,200.130.252.70
42.76,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.0),es,Morris Inc,3096559718765963,07/19,429,JCB 15 digit,105.26.82.117
63.17,AM,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_1; rv:1.9.6.20) Gecko/2011-10-20 17:06:04 Firefox/10.0,fr,Serrano Group,30376330587039,08/18,178,VISA 16 digit,55.209.68.42
85.4,AM,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; it-IT) AppleWebKit/531.42.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.42.7",ru,Wilson PLC,869902537382738,10/23,726,VISA 16 digit,10.180.128.197
88.09,AM,Opera/8.16.(X11; Linux i686; en-US) Presto/2.9.165 Version/11.00,zh,Bright Group,630432935421,10/20,198,JCB 16 digit,118.150.247.79
80.83,AM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5351 (KHTML, like Gecko) Chrome/14.0.885.0 Safari/5351",pt,Gonzalez-Matthews,6011816129004092,07/20,6737,JCB 15 digit,126.26.68.39
70.25,PM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_3) AppleWebKit/5360 (KHTML, like Gecko) Chrome/13.0.825.0 Safari/5360",fr,"Savage, Smith and Hodge",378059065212581,07/23,628,Voyager,129.63.12.180
67.89,PM,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2014-05-14 11:30:21 Firefox/12.0,pt,Green PLC,371021765807174,10/22,510,VISA 13 digit,109.157.194.91
65.08,PM,Opera/8.57.(Windows NT 5.2; it-IT) Presto/2.9.161 Version/12.00,fr,Mcfarland LLC,5114299486043458,06/20,502,JCB 16 digit,92.35.222.148
5.48,PM,Opera/8.62.(Windows NT 5.1; en-US) Presto/2.9.170 Version/10.00,es,"Davis, Blevins and Mcdonald",869967860314038,12/25,921,VISA 13 digit,160.29.111.216
61.74,AM,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_9; rv:1.9.5.20) Gecko/2011-07-24 08:44:47 Firefox/5.0,en,"Dalton, Baker and Guerra",4821223052227805,11/24,149,JCB 16 digit,60.134.45.169
75.84,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8 rv:6.0; sl-SI) AppleWebKit/533.33.7 (KHTML, like Gecko) Version/4.1 Safari/533.33.7",es,"Ball, Gonzales and Beck",3337487393609679,06/26,933,Diners Club / Carte Blanche,163.215.118.143
8.35,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.1),de,"Roman, Chavez and Perez",3528697892604026,06/17,913,Diners Club / Carte Blanche,196.4.7.118
97.77,AM,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.0),en,Carter PLC,6011304235927357,05/24,629,VISA 13 digit,206.194.141.91
34.29,AM,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_0) AppleWebKit/5322 (KHTML, like Gecko) Chrome/15.0.832.0 Safari/5322",it,Davis and Sons,4131762607420519,11/16,499,Maestro,136.89.228.240
96.73,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5342 (KHTML, like Gecko) Chrome/14.0.819.0 Safari/5342",zh,Garcia LLC,30346960979608,07/17,402,American Express,204.190.42.195
76.32,PM,Mozilla/5.0 (Windows NT 6.2; en-US; rv:1.9.0.20) Gecko/2011-11-25 19:14:13 Firefox/3.6.10,zh,Graham LLC,6011703096385300,12/19,325,Maestro,88.184.89.131
25.55,AM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_6 rv:4.0; sl-SI) AppleWebKit/532.41.6 (KHTML, like Gecko) Version/4.0.1 Safari/532.41.6",pt,Walker Group,3158757958410465,03/18,599,Diners Club / Carte Blanche,50.243.210.6
67.67,PM,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/532.7.4 (KHTML, like Gecko) Version/4.0 Safari/532.7.4",fr,"Montgomery, Powell and Smith",3528363218187556,05/26,815,Voyager,216.92.195.22
91.52,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5311 (KHTML, like Gecko) Chrome/13.0.874.0 Safari/5311",fr,Becker LLC,4628911739854042,10/18,175,VISA 16 digit,74.245.237.10
53.68,AM,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8; rv:1.9.2.20) Gecko/2014-07-19 08:05:24 Firefox/3.8,de,Flores Inc,4129076464808938,02/19,838,JCB 16 digit,111.183.159.101
69.36,PM,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/5310 (KHTML, like Gecko) Chrome/13.0.831.0 Safari/5310",es,Fitzgerald PLC,346609901375130,10/21,582,JCB 16 digit,253.160.10.78
80.53,AM,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/5361 (KHTML, like Gecko) Chrome/15.0.804.0 Safari/5361",pt,Mccoy-Dudley,4425403993939,06/21,504,JCB 16 digit,22.16.106.40
19.93,PM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.0),fr,"Davenport, Yates and Green",30160716642687,10/23,921,VISA 16 digit,124.3.35.40
47.47,PM,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_8 rv:5.0; it-IT) AppleWebKit/535.39.3 (KHTML, like Gecko) Version/4.0 Safari/535.39.3",fr,Rivera LLC,869947419032711,12/25,6806,American Express,176.234.234.55
41.2,AM,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/531.25.6 (KHTML, like Gecko) Version/5.0.2 Safari/531.25.6",it,"Sanchez, Wells and Cardenas",180007662490967,12/19,405,Diners Club / Carte Blanche,247.90.183.158
18.22,AM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/3.1),pt,Gutierrez Group,4492012204534350,11/25,404,Diners Club / Carte Blanche,197.207.226.136
34.95,PM,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.1),es,Spencer-Ramirez,5478223355591447,01/17,880,JCB 15 digit,118.95.246.174
